TaxID	NAME	GOTTCHA	GOTTCHA2	BWA	KRAKEN2	METAPHLAN2	PANGIA	DIAMOND	CENTRIFUGE	
1227264	Actinomyces sp. oral taxon 877 str. F0543					v			
172042	Rothia aeria				v			v	v
513049	Limnospira maxima CS-328					v			
1472911	Porcine parvovirus 6	v		v	v		v	v	v
18630			v						
1967781	Rhizobium esperanzae			v	v			v	v
2686469	Mycobacterium phage Hegedechwinu				v				
1500293	Chryseobacterium sp. YR221							v	
6400	Megascolecidae		v						
20781			v						
2597663	Burkholderia sp. COPS							v	
1834089	Mycobacterium sp. 852002-40037_SCH5390672							v	
1173780	Salmonella enterica subsp. diarizonae serovar 60:r:e,n,x,z15 str. 01-0170					v			
1916124	Bordetella phage CN2				v				
928327	Lactobacillus iners UPII 143-D					v			
2016032	Alteromonas virus vB_AspP-H4/4				v				
375286	Janthinobacterium sp. Marseille	v		v	v	v		v	v
1898678	Shigella sp. FC3196							v	
913075	Salmonella enterica subsp. enterica serovar Inverness str. R8-3668					v			
487319	Shewanella marina							v	
1134798	Enterococcus faecalis ERV81					v			
1401444	Avian leukosis virus ev/J			v					
11019	Alphavirus		v						
1239383	Staphylococcus phage JD007	v		v	v	v	v	v	v
32014	Iodobacter							v	
2762241	Brevundimonas sp. Sa3CVA3							v	
2301702	Mycobacterium phage Burwell21				v				
16041			v						
1169186	Salinispora pacifica CNS860					v			
86059	African horse sickness virus 5			v					
572545	Acetivibrio thermocellus DSM 2360			v	v	v			v
2500524	Mesorhizobium sp. M00.F.Ca.ET.170.01.1.1							v	
17434			v						
2587854	Labrenzia sp. THAF35				v			v	v
1979370	Magnetospirillum sp. 15-1							v	
1145147	Neisseria meningitidis NM32					v			
2775283	Frigoribacterium sp. CFBP 8759							v	
1179812	Salmonella sp. 14				v			v	
2109374	Chicken stool associated circular virus 2				v				v
1908264	Rodentibacter genomosp. 1							v	
533247	Raphidiopsis brookii D9					v			
1117646	Elizabethkingia anophelis Ag1			v	v	v			v
74311	Brevundimonas bacteroides							v	
1303782	Staphylococcus aureus M1060					v	v		
168135	Apium virus Y	v		v	v	v	v	v	v
1169230	Brucella ovis 63/96					v			
371601	Bacteroides xylanisolvens				v			v	v
1280052	Acinetobacter sp. M131				v			v	
1819726	Polynucleobacter sp. MG-27-Goln-C1							v	
2502242	Pseudomonas sp. G(2018)							v	
1566250	Pseudomonas sp. NFACC02							v	
683082	Campylobacter jejuni subsp. jejuni 1336				v	v			
2183921	Burkholderia sp. 28_3							v	
420915	Pseudoalteromonas sp. BSi20439					v		v	
1494	Clostridium cochlearium		v	v	v			v	v
1922778	Changjiang narna-like virus 3			v	v		v	v	v
17251			v						
10536			v						
1263637	Microbacterium jejuense							v	
1906	Streptomyces fradiae				v			v	v
1028800	Neorhizobium galegae bv. orientalis str. HAMBI 540			v	v		v		v
2587858	Roseivivax sp. THAF40				v				v
21542			v						
9245			v						
46350	Adeno-associated virus - 3	v		v	v		v	v	v
56438	Couchioplanes caeruleus							v	
447196	Euphorbia mosaic virus - [Jamaica:Wissadula]			v					
1715720	Diaphorobacter ruginosibacter				v				
85709	Porcine circovirus type 2-B			v					
1429913	Mycobacterium phage Mosby			v					
4435	Batis		v						
1739371	Streptococcus sp. HMSC064H09							v	
1761904	Streptomyces sp. cf386							v	
1566294	Ralstonia sp. NFACC01							v	
79263	Paenibacillus chitinolyticus				v			v	v
306902	Clavispora lusitaniae ATCC 42720					v			
11579			v						
13769	Natrialba magadii		v					v	
1391180	Mycobacterium phage Nala	v		v	v		v	v	v
2681603	Escherichia phage Mu	v		v	v		v	v	v
542654	Duck hepatitis virus G			v					
682979	Microlunatus parietis							v	
1923105	Hubei picorna-like virus 25			v	v		v	v	v
2183987	Idiomarina sp. H2							v	
286802	Segniliparus rotundus							v	
911125	Methanobrevibacter smithii TS147C					v			
15074			v						
19538			v						
13451	Corylus avellana		v						
114652	Streptococcus orisratti							v	
16157			v						
1203592	Streptomyces sp. HPH0547					v		v	
1432	Bacillus thuringiensis serovar thuringiensis				v				
12176	Potexvirus		v						
1856861	Mycobacterium sp. 1164966.3							v	
2886926	Escherichia phage P1	v		v			v	v	v
2009042	Pseudomonas sp. Irchel 3H7							v	
87791	Pseudoalteromonas sp. PS1M3				v			v	
11700			v						
31261	Thysanozoon brocchii		v						
2769312	Achromobacter sp. ACM04							v	
46680	Pseudomonas nitroreducens				v			v	v
5851	Plasmodium knowlesi strain H		v			v	v		
1903596	Campylobacter sp. BCW_4341							v	
20819			v						
475662	Halomonas beimenensis				v				v
1795826	Eikenella sp. NML01-A-086							v	
1221265	Acinetobacter baumannii AB_515-8					v			
8739	Crotalus viridis		v						
1133557	Phytophthora infestans RNA virus 3				v				v
1016871	Euphorbia yellow mosaic virus - Goias [Brazil:DF:Taquara:ABA3:2002]			v					
96765	Microbacterium sp. B19					v		v	
2763540	Actinomyces trachealis				v				
512643	Photobacterium aquimaris							v	
1036257	Croton yellow vein mosaic betasatellite-Panipat 8 [India:Panipat:Papaya:2008]			v					
1853130	Pseudomonas silesiensis			v	v			v	v
20626			v						
12987			v						
2072006	Mycobacterium phage BK1				v				
1923280	Hubei tombus-like virus 32			v	v		v	v	v
112002	Psychrobacter pacificensis							v	
450378	Croceicoccus marinus			v	v		v	v	v
888832	Prevotella salivae DSM 15606					v			
1617282	Epilithonimonas arachidiradicis							v	
1834516	Frankia asymbiotica							v	
10502			v						
6089	Polyorchidae		v						
1857323	Tospovirus kiwifruit/YXW/2014			v	v		v	v	v
747419	Bacillus sp. DMV2				v				
687376	Torque teno mini virus 8	v		v	v	v	v	v	v
1578134	Bovine polyomavirus 2			v	v		v	v	v
1715156	Staphylococcus sp. HMSC059G05							v	
1529922	Norovirus GII/Hu/JP/2010/GII.P4_GII.4/Shimada/ASC96			v					
1981713	Pseudomonas sp. B6(2017)							v	
1074144	Streptococcus mutans TCI-177					v			
1157009	Staphylococcus aureus M0066					v			
195103	Clostridium perfringens ATCC 13124	v		v	v	v	v		v
265311	Mesoplasma florum L1	v		v	v	v	v		v
1229485	gamma proteobacterium WG36							v	
2709380	Starkeya sp. ORNL1				v				
1311788								v	
1402728	Staphylococcus aureus M1231						v		
34507	Steinernema		v						
1965542	Eubacterium sp. An11							v	
2652404	Mycobacterium phage Nitzel				v				
2881277	Bifidobacterium sp. CLA-AA-H280							v	
1869245	Natrialba sp. SSL1							v	
440168	Pelagibacterium luteolum							v	
2742	Marinobacter		v					v	
1606504	Molossus molossus polyomavirus 1				v				
2804158	Staphylococcus sp. GDY8P126P							v	
286638	Massilia alkalitolerans							v	
56144	Deltapapillomavirus 3	v		v	v	v	v	v	v
1072681	Candidatus Haloredivivus sp. G17					v			
1072672	Paspalum striate mosaic virus	v		v	v		v	v	v
1177186	Bacillus velezensis M27					v			
742005	Bat SARS coronavirus HKU3-8			v					
2833586	Bacillus sp. FJAT-49705							v	
1816690	Chryseobacterium phocaeense							v	
153233	Oceanicaulis alexandrii							v	
435	Acetobacter aceti		v	v	v		v	v	v
2894079	Pseudomonas oryziphila								v
28895	Thermoanaerobacterium							v	
2201435	Microbacterium phage Krampus				v				
36528			v						
2769253	Pseudomonas sp. PDM18							v	
16145			v						
8903	Podargidae		v						
999403	[Clostridium] clostridioforme 90A1					v			
1608060	Sanxia Water Strider Virus 1			v	v		v	v	v
2571105	Pseudomonas nicosulfuronedens							v	
1299044	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002064			v	v				v
305793	Companilactobacillus nantensis							v	
702455	Listeria innocua FSL J1-023				v				
19596			v						
1543203	Salmonella phage BP12C			v	v		v	v	v
1261233	Norovirus Hu/Norwalk/10285/2010/VNM			v					
7772	Ichthyomyzon		v						
219744	Tomato yellow leaf curl Malaga virus	v		v	v		v	v	v
28449	Neisseria subflava				v			v	v
829			v						
1306406	Streptomyces thermolilacinus SPC6					v			
553239	Vibrio breoganii			v	v		v	v	v
11607	Sapporo rat virus		v	v					
1709477	Pseudoalteromonas sp. R3				v			v	v
1933774	Escherichia phage vB_EcoS_CEB_EC3a				v				
2740803	uncultured phage_MedDCM-OCT-S38-C3				v				
573199	Murine adenovirus 3	v		v	v		v	v	v
1806567	Avian leukosis and sarcoma virus			v					
16664			v						
1442159	Streptomyces sp. 14R-10							v	
22043			v						
329641	Human bocavirus			v		v			
2622260	unclassified Methylocaldum							v	
698761	Rhizobium tropici CIAT 899	v		v	v	v	v		v
215681	Canine respiratory coronavirus			v					
72197	Human erythrovirus V9	v		v	v	v	v	v	v
259354	Desulfatibacillum alkenivorans							v	
22180			v						
42256	Rubrobacter radiotolerans			v	v		v	v	v
1170318	Cutibacterium avidum 44067	v		v	v	v	v		v
645617	Hephaestia caeni							v	
1121960	Halomonas zhanjiangensis							v	
1736436	Afipia sp. Root123D2							v	
1848288	Mesorhizobium sp. LCM 4577							v	
417368	Enterococcus thailandicus			v	v			v	v
2880361	Actinomyces phage Av-1					v			
10514	Canine adenovirus 2			v	v		v	v	v
13223			v						
1922632	Beihai picorna-like virus 84			v	v		v	v	v
5115	Cryphonectria		v						
2162708	Streptomyces sp. CS065A							v	
576901	HIV-1 M_02CD.LBTB084			v					
2479200	Synechococcus elongatus UTEX 3055				v				v
469605	Fusobacterium gonidiaformans 3-1-5R					v			
2058214	Rummeliibacillus sp. TYF005							v	
2686016	Azoarcus halotolerans							v	
2202822	Kosakonia sp. MH5							v	
69222	Erwinia mallotivora							v	
1923627	Wenzhou picorna-like virus 40			v	v		v	v	v
2783811	Clavibacter sp. VKM Ac-2542							v	
1776081	Megasphaera sp. DISK 18							v	
2572065	Campylobacter sp. CFSAN093226				v			v	
1714264	Domibacillus antri							v	
1122619	Oligella ureolytica DSM 18253					v			
510890	Hepatitis delta virus dFr2045			v					
2633465	unclassified Providencia							v	
1195242	Rhodococcus wratislaviensis IFP 2016					v			
1236391	Ateles paniscus polyomavirus 1	v		v	v	v	v	v	v
25916			v						
745088	Leuconostoc phage 1-A4			v	v		v	v	v
1144672	Acinetobacter sp. CIP 56.2					v		v	
1520808	Butyrivibrio sp. INlla14							v	
18622			v						
19859			v						
760779	Streptococcus pneumoniae GA16121					v			
7036	Aleyrodidae		v						
1317123	Stappia sp. 22II-S9-Z10							v	
2219697	Nitrincola tibetensis							v	
17517			v						
2608331	Burkholderia sp. Tr-862							v	
30920			v						
1391466	Enterococcus faecium NEF1					v			
1074102	Streptococcus mutans TCI-70					v			
13800	Brotherella		v						
1305830	Streptomyces sp. PsTaAH-137							v	
933280	Neisseria lactamica NS19					v			
2738409	Mycobacterium ostraviense							v	
2714947	Vagococcus hydrophili				v			v	
216142	Pseudomonas rhizosphaerae			v	v		v	v	v
2027888	Brevibacterium phage LuckyBarnes				v				
1193058	Leptospira santarosai str. 200403458					v			
1074118	Streptococcus mutans TCI-120					v			
870739	Bacillus cereus VPC1401				v				
700015	Coriobacterium glomerans PW2	v		v	v	v	v		v
1742859	Flavobacteriaceae bacterium CRH							v	
148454	Marinospirillum alkaliphilum							v	
1796628	Longibaculum muris							v	
1158158	Thioalkalivibrio sp. AKL10					v		v	
2857061	Escherichia sp. TC-EC600-tetX4							v	
1205752	Pseudomonas syringae BRIP39023					v			
1923130	Hubei picorna-like virus 49			v	v		v	v	v
857572	Moraxella catarrhalis 101P30B1					v			
150058	Jatobal virus				v				v
2866575	Corynebacterium sp. Marseille-P4611							v	
2916	Tripos fusus		v						
2293238	Ruminococcus sp. TF08-4							v	
1616	Weissella kandleri							v	
396	Rhizobium phaseoli		v	v	v			v	v
2675793	Enterobacteriaceae endosymbiont of Plateumaris braccata				v				
19880			v						
2763046	Faecalibacterium sp. 4P15							v	
1852391	Clostridiales bacterium Marseille-P2986							v	
1217420	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046			v	v	v			v
1715203	Corynebacterium sp. HMSC071F07							v	
1203573	Propionibacterium sp. KPL1844					v		v	
16787			v						
1383059	Mycobacterium phage Adzzy	v		v	v	v	v	v	v
33225			v						
2825975	Pseudomonas sp. SCA2728.1_7							v	
2203205	Streptomyces sp. WAC 01529				v				v
87458	Facklamia tabacinasalis							v	
362418	Flavobacterium reichenbachii							v	
1354722	Roseovarius sp. MCTG156(2b)							v	
1961665	Qinghai Himalayan marmot astrovirus 1			v	v		v	v	v
31416	Dilsea		v						
1763883	Vibrio cidicii				v			v	v
754037	Synechococcus phage S-CAM1	v		v	v	v	v	v	v
16777			v						
638284	Rotavirus A Hu/Ha16/2006/Cuba/G9P[8]			v					
1410638	Ruminococcaceae bacterium AB4001							v	
909			v						
1577792	Terrisporobacter othiniensis							v	
1922436	Beihai narna-like virus 1			v	v		v	v	v
17388			v						
1123304	Streptococcus henryi DSM 19005					v			
2077203	Haloferax sp. Atlit-12N							v	
1124	Chlorogloeopsis fritschii							v	
2618	Plasmid pRE-I		v						
476272	Blautia hydrogenotrophica DSM 10507					v			
2583452	Amedibacterium intestinale				v			v	v
1965572	Pseudoflavonifractor sp. An176							v	
210827	Coniothyrium minitans RNA virus	v		v	v	v	v	v	v
1054996	Roseovarius marisflavi							v	
12161	Beet yellows virus	v	v	v	v	v	v	v	v
2788940	Xenorhabdus sp. PB61.4							v	
231522	SARS coronavirus GZ50			v					
450	Legionella longbeachae		v	v	v			v	v
573062	Thermoanaerobacter sp. X513	v		v	v	v		v	v
22644			v						
11538	Influenza B virus (STRAIN B/MEMPHIS/6/86)		v						
2293080	Coprobacillus sp. AM32-11LB							v	
540068	Mycobacterium virus Pukovnik	v		v	v		v	v	v
1141662	Providencia burhodogranariea DSM 19968					v			
4951	Yarrowia		v						
69824	[Clostridium] cocleatum							v	
2293183	Ruminococcus sp. AM12-48							v	
2135736	Acidovorax sp. CF301							v	
743043	Tomato leaf curl Cameroon alphasatellite [CM:TOS2D2:To:09]			v					
1896336	Citrobacter sp.				v				
699187	Treponema denticola F0402					v			
569579	Escherichia coli NU14			v	v				v
34156	Gloeotilopsis		v						
290090	Sida yellow mosaic China virus - [Hainan 8]	v		v	v		v	v	v
1736488	Nocardioides sp. Root190							v	
1346330	Sphingobacterium paucimobilis HER1398					v			
14471			v						
1182176	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000700				v				v
2801563	Salmonella phage vB_SenS_ER19				v				
1095659	Vibrio paracholerae 87395					v			
798300	Streptococcus pyogenes MGAS15252	v		v	v	v	v		v
2175633	Curtobacterium sp. MCLR17_055							v	
2587113	Rhizobium sp. SG570							v	
2282148	Candidatus Micrarchaeum sp.				v				
1564115	Bovine picornavirus			v	v		v	v	v
8453	Ichthyophis bannanicus		v						
506512	uncultured bacterium BLR1							v	
52229	Hallella seregens							v	
1923745	Wuhan pillworm virus 2			v	v		v	v	v
356	Hyphomicrobiales		v					v	
1137799	Endozoicomonas numazuensis							v	
1009420	Verrucomicrobia bacterium SCGC AAA164-O14					v		v	
1411887	Zamilon virus	v		v	v		v	v	v
579571	Pseudoalteromonas sp. S980							v	
377610	Malvastrum leaf curl Guangdong virus	v		v	v		v	v	v
2502893	Spirosoma sordidisoli							v	
807	Bartonella elizabethae				v			v	v
28112	Tannerella forsythia							v	
261299	Intestinibacter bartlettii							v	
1736530	Variovorax sp. Root411							v	
935837	Bacillus sp. J37							v	
1873954	Cronobacter phage vB_CsaM_leE				v				
152161	Stappia							v	
768679	Thermoproteus tenax Kra 1	v		v	v				v
1685699	Pseudomonas sp. Q2-TVG4-2							v	
510903	Hepatitis delta virus dFr2210			v					
707392	Norovirus Hu/GII-4/Aichi5/2007/JP			v					
1412897	Campylobacter coli K7					v			
11678	Human immunodeficiency virus type 1 BH10		v						
388280	Cyclobacterium lianum							v	
1406147	Norovirus Hu/GI.2/Jingzhou/2013401/CHN			v					
2528035	Phycisphaerae bacterium RAS2								v
1232427	Corynebacterium ihumii							v	
767463	Streptococcus thermophilus ND03	v		v	v	v			v
145263	Methanothermobacter marburgensis							v	
84205	Chlorobium ferrooxidans							v	
2800373	Priestia							v	
15404			v						
1922956	Hubei narna-like virus 25			v	v		v	v	v
1136159	Vibrio cyclitrophicus 1F111					v			
454	Legionella israelensis		v		v			v	v
28876	Rotavirus B			v					
1173427	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189	v		v	v				v
1938794	Paenibacillus sp. RU5A							v	
28285	Human adenovirus 5			v	v		v	v	v
147673	rhinovirus A36			v					
1500285	Chryseobacterium sp. OV279							v	
498388	Escherichia coli C			v	v				v
2783821	Frigoribacterium sp. VKM Ac-1396							v	
2029405	Mesorhizobium sp. WSM3868							v	
39113					v				
2609248	unclassified Actinomyces							v	
864596	Bat coronavirus BM48-31/BGR/2008	v		v	v	v	v	v	v
189540	Nocardia pseudovaccinii							v	
1117958	Pseudomonas extremaustralis 14-3 substr. 14-3b					v			
295585	Herbidospora daliensis							v	
17083			v						
1608872	Staphylococcus sp. HMSC36F05							v	
23542			v						
289435	Sphaerospermopsis kisseleviana							v	
12531			v						
2622466	unclassified Dickeya							v	
2778082	Rhodanobacter sp. FDAARGOS 1247				v				
1233	Nitrosovibrio tenuis		v						
862970	Streptococcus anginosus C1051	v		v	v	v			v
2201424	Erwinia phage vB_EamM_Alexandra				v				
47049	Kluyvera phage Kvp1	v		v	v	v	v	v	v
1329813	Enterobacter sp. MGH 4							v	
1198682	Brucella suis CNGB 786					v			
1118064	Bacillus phage BceA1				v				
7192	Simulium vittatum		v						
105612	Dellaglioa algida							v	
1423780	Lentilactobacillus otakiensis DSM 19908 = JCM 15040					v			
360185	Amphibacillus sediminis							v	
1965225	Sugar beet cyst nematode virus 1				v				v
857087	Methylomonas methanica MC09	v		v	v	v	v		v
2642459	unclassified Geobacillus							v	
439423	Tobacco leaf curl Comoros virus				v				v
944969	Cynomolgus macaque cytomegalovirus strain Ottawa			v		v			
330399	Listeria phage A006	v		v	v	v	v	v	v
12041	Bean leafroll virus	v	v	v	v	v	v	v	v
333772	human papillomavirus 83			v					
638276	Rotavirus A Hu/Ha5/2006/Cuba/G1P[6]			v					
1843736	Faeces associated gemycircularvirus 16			v	v		v	v	v
1742596	Pavonia yellow mosaic virus			v	v		v	v	v
1145174	Neisseria meningitidis 2005040					v			
2783540	Providencia phage Kokobel1				v				
3207	Lophocolea heterophylla		v						
361607	Patulibacter							v	
14787			v						
97481	Pasteurella skyensis				v				
13302			v						
2067451	Rhizobium sp. TH135							v	
23199	Photinia		v						
2083051	Pseudomonas sp. SWI6				v			v	v
1259798	Pseudomonas sp. LAMO17WK12:I2							v	
7023	Extatosoma		v						
2182398	Mycobacterium phage Mattes				v				
1848988	Corchorus yellow vein Vietnam virus [CN:FZ:2015]			v					
553574	Staphylococcus aureus A8117					v			
2795101	Achromobacter sp. ASV32							v	
695982	Halogranum							v	
1144306	Rhizobium sp. AP16					v		v	
218	Helicobacter sp.		v						
1742972	Candidatus Nitrospira nitrosa							v	
1049767	Leptospira borgpetersenii serovar Javanica str. UI 09931					v			
707248	Pseudomonas gingeri NCPPB 3146 = LMG 5327					v			
2725416					v				
1380370	Intrasporangiaceae bacterium URHB0013							v	
2567	Plasmid pIJ101		v						
4321	Icacinaceae		v						
2047872	Gordonia phage Gustav				v				v
392838	Bacteroides propionicifaciens							v	
1923276	Hubei tombus-like virus 29			v	v		v	v	v
9219	Piciformes		v						
12587			v						
9692	Panthera pardus orientalis		v						
1887651	Gordonia phage Nyceirae			v	v		v	v	v
17445			v						
95340	Norwalk-like virus			v	v		v	v	v
1982762	Streptomyces sp. CS159							v	
1408275	Pseudomonas aeruginosa LESlike4				v				
70203	Vibrio virus fs1	v		v	v		v	v	v
2569538	Ferrimonas sediminicola							v	
1891921	Piscirickettsia litoralis							v	
2529382	Enterobacter quasihormaechei							v	
507754	Acidiplasma aeolicum							v	
198542	Streptococcus phage 315.5	v		v				v	
1922350	Beihai Nido-like virus 1			v	v		v	v	
16436			v						
1172183	Streptomyces canus 299MFChir4.1					v			
1842663	Powai lake megavirus			v					
10181	Heterocephalus glaber		v						
1114958	Bacillus velezensis CAU B946	v		v	v	v			v
25751			v						
1736294	Exiguobacterium sp. Leaf187							v	
12329	Tenuivirus		v						
160	Treponema pallidum		v		v			v	
456320	Methanococcus voltae A3	v		v	v	v	v		v
1758383	Polynucleobacter sp. Tro8-14-1							v	
1581133	Actinomyces sp. HMSC08A09							v	
2795031	Rhodococcus sp. P-2				v				
1134794	Enterococcus faecalis ERV65					v			
2024958	Alkalispirochaeta							v	
53412	Pseudomonas resinovorans				v			v	
192027	Coleus blumei viroid 3				v	v			v
81425	Desulfovibrio aminophilus							v	
2821121	Pseudomonas sp. Bi123							v	
2293033	Clostridium sp. AM46-21							v	
21074			v						
3732	Diplotaxis erucoides		v						
2600320	Nesterenkonia sp. NBAIMH1				v				v
1166683	Rhizobium cauense							v	
1518377	Norovirus Hu/GII.4/GII4-NG1365/2011/JP			v					
1116223	Staphylococcus aureus subsp. aureus VRS10					v			
21630			v						
2885261	Blautia sp. DFI.3.45							v	
164756	Mycobacterium sp. MCS	v		v		v		v	
1189619	Psychroflexus gondwanensis ACAM 44					v			
11071	Japanese encephalitis virus group		v						
2220000	[Pseudopropionibacterium] massiliense							v	
302409	Ehrlichia ruminantium str. Gardel	v		v	v	v			v
23257			v						
2042028	Lactobacillus sp. UMNPBX19							v	
10707	Escherichia virus BF23				v				
930942	Ligilactobacillus animalis KCTC 3501 = DSM 20602					v			
909943	SAR116 cluster alpha proteobacterium HIMB100					v		v	
1741	Thermodesulfobacterium commune		v					v	
1305825	Streptomyces sp. ScaeMP-e122							v	
85043	Williamsia							v	
1234365	Helicobacter pylori Rif1			v	v	v			v
507475	Tomato leaf curl Cotabato virus	v		v	v		v	v	v
1632858	Massilibacterium senegalense							v	
1938895	Staphylococcus sp. AtHG25							v	
261302	Paraburkholderia phytofirmans							v	
1074082	Streptococcus sobrinus TCI-374					v			
1685414	Flavobacterium tistrianum							v	
246199	Ruminococcus albus 8					v			
2498122	Campylobacter sp. US50a							v	
93220	Pandoraea pnomenusa	v		v	v		v	v	v
98360	Salmonella enterica subsp. enterica serovar Dublin				v				v
279359	Gramella echinicola				v			v	
1198498	Honeysuckle yellow vein mosaic betasatellite				v		v		v
649638	Truepera radiovictrix DSM 17093	v		v	v	v	v		v
19041			v						
1923122	Hubei picorna-like virus 41			v	v		v	v	v
2508193	Escherichia phage vB_EcoM_WFC				v				
46937	Human adenovirus 42			v					
2778647	Rhodanobacter sp. B2A1Ga4							v	
43097			v						
26564			v						
663241	Enterococcus phage phiEf11	v		v	v	v	v	v	v
2033505	Bacillus sp. AFS053548							v	
575195	Haloarcula salaria							v	
13907			v						
1122975	Porphyromonas somerae DSM 23386					v			
13572	Idiospermum		v						
71655	Brenneria							v	
7056	Cetoniinae		v						
1923768	Xinzhou dimarhabdovirus virus 1			v	v		v	v	v
1739471	Corynebacterium sp. HMSC059E07							v	
4547	Saccharum officinarum		v						
344022	Escherichia virus K1E	v		v	v		v	v	v
1530	Clostridium carnis		v					v	
2107574	Domestic cat hepadnavirus				v				v
13753	Vernonia		v						
1523428	beta proteobacterium AAP99							v	
1221297	Acinetobacter haemolyticus TG19599					v			
34745			v						
2169701	Onyong-nyong virus	v		v	v		v	v	v
767388	Streptomyces sp. HB132							v	
691816	Bacteroides rodentium							v	
1926284	Lactobacillus sp. Marseille-P3519							v	
50340	Pseudomonas fuscovaginae				v			v	
454955	Feline coronavirus UU7			v					
85017	Promicromonosporaceae							v	
1498296	Norovirus Hu/GII.4/SGU-110421/KOR/2011			v					
8879	Mergus serrator		v						
1187894	Clostridium phage PhiS63	v		v	v	v	v	v	v
1470434	Zhongshania aliphaticivorans			v	v		v	v	v
2747601	Ruegeria haliotis							v	
404216	Yersinia pestis biovar Mediaevalis str. K1973002					v			
2793810	Ensifer sp. NBAIM29							v	
2687291	Cellulophaga sp. Z1A5H							v	
318566	Enterovirus B83			v					
15139			v						
381	Mesorhizobium loti		v		v			v	
290399	Arthrobacter sp. FB24	v		v	v	v		v	v
1655657	Microviridae Fen685_11			v	v		v	v	v
475375	Francisella sp. MA067296			v	v			v	v
2812656	Mycolicibacterium sp. GESEQ-9							v	
1788454	Circovirus-like genome DHCV-5			v	v		v	v	v
2589921	Mesorhizobium sp. B2-5-9							v	
336963	Uncinocarpus reesii 1704					v			
1880852	Vibrio sp. 10N.286.45.B6							v	
1352344	Helicobacter pylori UM085					v			
590168	Thermotoga naphthophila RKU-10	v		v	v	v			v
2135645	Fibrobacter sp. UWR1							v	
7715			v						
1834189	Enterococcus sp. 7F3_DIV0205							v	
2749360	Acinetobacter sp. SwsAc2							v	
528346	Neisseria gonorrhoeae 35/02					v			
1321815	Treponema lecithinolyticum ATCC 700332					v			
1275971	Glaesserella parasuis D74				v	v			v
18537			v						
773	Bartonella							v	
1247	Oenococcus oeni				v			v	v
367798	Cucumber mosaic virus (strain Ri-8)			v					
1049908	Leptospira interrogans serovar Icterohaemorrhagiae str. P2547					v			
2662419	unclassified Planococcus							v	
1028328	Murine norovirus GV/NIH-4431/2005/USA			v					
1151286	Clostridioides difficile CD131					v			
264729	Burkholderia virus BcepMu				v				
1454896	Rotavirus A RVA/Human-wt/BTN/BTN-39/2010/G1			v					
1576			v						
11014	Chrysovirus		v						
1699311	Pseudomonas sp. P1.31							v	
249584	West Caucasian bat lyssavirus	v		v	v		v	v	v
1093099	Campylobacter fetus subsp. venerealis 97/608			v	v				v
2575374	Arthrobacter sp. 24S4-2				v				v
5091			v						
20885			v						
2735909	Sphingobium sp. B9G3B							v	
1645915	Mangrovimonas xylaniphaga							v	
572479	Halanaerobium praevalens DSM 2228	v		v	v	v	v		v
23757			v						
1071775	Chlamydia trachomatis L2b/LST				v	v			
1341101	Vibrio phage VPUSM 8			v	v		v	v	v
1591156	Xanthomonas sp. LMG 8989							v	
1137961	Allokutzneria sp. NRRL B-24872							v	
2735271	Herbaspirillum sp. C9C3							v	
872330	Acidithiobacillus sp. GGI-221					v			
26369			v						
2512126	Variovorax sp. BK370							v	
1515746	Shewanella mangrovi							v	
1795630	Frondihabitans sp. PAMC 28766			v	v			v	v
6021	Peritrichia		v						
1470358	Candidatus Blastococcus massiliensis							v	
196159	unclassified Sphingomonas							v	
347213	Arthrobacter sp. J3.49				v			v	
1739386	Propionibacterium sp. HMSC078F10							v	
1435372	Burkholderia pseudomallei MSHR3965				v				
196821	unclassified Pseudomonas							v	
17404			v						
7667	Strongylocentrotus intermedius		v						
2692172	Duganella sp. CY15W							v	
65552	Meiothermus cerbereus							v	
106146	Pelistega							v	
22205			v						
2070026	Ralstonia phage RsoP1EGY				v				
28045	Mycobacterium celatum				v			v	
1518347	Norovirus Hu/GII.4/Saitama2/2012/JP			v					
15296			v						
391296	Streptococcus suis 98HAH33					v			
2894193	Rubrivivax sp. JA1029							v	
979222	Staphylococcus epidermidis NIH04008					v			
490041	Norovirus GII.3			v					
1454201	Nonlabens marinus S1-08				v				
293069	Leptospira yanagawae							v	
47509	Echovirus E21			v					
12804	Puma lentivirus		v						
2315862	Paraflavitalea soli				v				v
706433	Solobacterium moorei F0204					v			
1761763	Bacillus sp. es.034							v	
1154941	Streptococcus agalactiae GB00897					v			
1291832	Norovirus Hu/GII/20171/2009/VNM			v					
523909	Musca domestica salivary gland hypertrophy virus	v		v	v		v	v	v
132477	Kalanchoe latent virus	v		v	v	v	v	v	v
9041	Lophura		v						
1223262	Pseudomonas phage JBD88a			v	v		v	v	
1790137	Wenyingzhuangia fucanilytica			v	v		v	v	v
1849967	Streptomyces sp. SAT1			v	v			v	v
419947	Mycobacterium tuberculosis H37Ra	v		v	v	v			v
879628	Aeromonas phage phiAS4	v		v	v	v	v	v	v
698952	Gardnerella vaginalis 0288E					v			
2067415	Altererythrobacter sp. TH136				v				
2510958	Exiguobacterium sp. SH4S7							v	
1155134	Staphylococcus epidermidis NIH06004					v			
